Unnamed: 0,Date,Open,High,Low,Close,Volume
0,1980-12-12,0.0990577563643455,0.0994884183603888,0.0990577563643455,0.0990577563643455,469033600
1,1980-12-15,0.0943205093696928,0.0943205093696928,0.0938898473978042,0.0938898473978042,175884800
2,1980-12-16,0.0874291634836253,0.0874291634836253,0.0869985073804855,0.0869985073804855,105728000
3,1980-12-17,0.0891517847776413,0.0895824465604463,0.0891517847776413,0.0891517847776413,86441600
4,1980-12-18,0.0917365327477455,0.0921671888658739,0.0917365327477455,0.0917365327477455,73449600
5,1980-12-19,0.0973351150751113,0.097765777049892,0.0973351150751113,0.0973351150751113,48630400
6,1980-12-22,0.1020723581314086,0.1025037905783995,0.1020723581314086,0.1020723581314086,37363200
7,1980-12-23,0.1063797250390052,0.106810386995398,0.1063797250390052,0.1063797250390052,46950400
8,1980-12-24,0.1119782850146293,0.1124089469288869,0.1119782850146293,0.1119782850146293,48003200
9,1980-12-26,0.1223148703575134,0.1227455322642567,0.1223148703575134,0.1223148703575134,55574400
10,1980-12-29,0.1240375339984893,0.124468196000764,0.1240375339984893,0.1240375339984893,93161600
11,1980-12-30,0.1214535977202197,0.1214535977202197,0.1210229471325874,0.1210229471325874,68880000
12,1980-12-31,0.118008304176213,0.118008304176213,0.1175776422023773,0.1175776422023773,35750400
13,1981-01-02,0.1188696101307869,0.1197309340314138,0.1188696101307869,0.1188696101307869,21660800
14,1981-01-05,0.1167163397276202,0.1167163397276202,0.1162856891751289,0.1162856891751289,35728000
15,1981-01-06,0.1115475926390524,0.1115475926390524,0.1111169308423996,0.1111169308423996,45158400
16,1981-01-07,0.106810386995398,0.106810386995398,0.1063797250390052,0.1063797250390052,55686400
17,1981-01-08,0.1046570831737105,0.1046570831737105,0.1042264327406883,0.1042264327406883,39827200
18,1981-01-09,0.1098250448703765,0.1102557070117839,0.1098250448703765,0.1098250448703765,21504000
19,1981-01-12,0.109825003153213,0.109825003153213,0.1089636906981468,0.1089636906981468,23699200
20,1981-01-13,0.1055184190933811,0.1055184190933811,0.1050877571105957,0.1050877571105957,23049600
21,1981-01-14,0.1055183857679367,0.105949047614708,0.1055183857679367,0.1055183857679367,14291200
22,1981-01-15,0.1076717153191566,0.1085330277666545,0.1076717153191566,0.1076717153191566,14067200
23,1981-01-16,0.1072410678828271,0.1072410678828271,0.1068104058504104,0.1068104058504104,13395200
24,1981-01-19,0.1132702752947807,0.1137009372700157,0.1132702752947807,0.1132702752947807,41574400
25,1981-01-20,0.1102557070117839,0.1102557070117839,0.1098250448703765,0.1098250448703765,30083200
26,1981-01-21,0.1119782850146293,0.1128395973425726,0.1119782850146293,0.1119782850146293,15904000
27,1981-01-22,0.1132702752947807,0.1141315992452508,0.1132702752947807,0.1132702752947807,35548800
28,1981-01-23,0.1132702189916389,0.1137008807528052,0.1128395572304725,0.1128395572304725,11222400
29,1981-01-26,0.1115475926390524,0.1115475926390524,0.1111169308423996,0.1111169308423996,24640000
30,1981-01-27,0.1111170010659467,0.1111170010659467,0.1102556884288787,0.1102556884288787,23699200
31,1981-01-28,0.1072410678828271,0.1072410678828271,0.1068104058504104,0.1068104058504104,28156800
32,1981-01-29,0.1033651043753905,0.1033651043753905,0.1029344424605369,0.1029344424605369,43904000
33,1981-01-30,0.0981964390246726,0.0981964390246726,0.0973351150751113,0.0973351150751113,46188800
34,1981-02-02,0.0921671888658739,0.0921671888658739,0.0917365327477455,0.0917365327477455,23766400
35,1981-02-03,0.0951818153262138,0.0956124714924488,0.0951818153262138,0.0951818153262138,19152000
36,1981-02-04,0.0986270979046821,0.0990577483653761,0.0986270979046821,0.0986270979046821,27865600
37,1981-02-05,0.0986270979046821,0.0994884103266432,0.0986270979046821,0.0986270979046821,7929600
38,1981-02-06,0.0990577563643455,0.0994884183603888,0.0990577563643455,0.0990577563643455,13865600
39,1981-02-09,0.0947511655912947,0.0947511655912947,0.0938898473978042,0.0938898473978042,16755200
40,1981-02-10,0.0938898473978042,0.0943205093696928,0.0938898473978042,0.0938898473978042,18345600
41,1981-02-11,0.0913058494939383,0.0913058494939383,0.0908751934766769,0.0908751934766769,13843200
42,1981-02-12,0.0904445789313048,0.0904445789313048,0.0900131464004516,0.0900131464004516,14560000
43,1981-02-13,0.0887211648170718,0.0887211648170718,0.0878598466515541,0.0878598466515541,11155200
44,1981-02-17,0.0900131464004516,0.0904445789313048,0.0900131464004516,0.0900131464004516,12275200
45,1981-02-18,0.0938898473978042,0.0947511655912947,0.0938898473978042,0.0938898473978042,19241600
46,1981-02-19,0.0887211446193358,0.0887211446193358,0.0882904827594757,0.0882904827594757,22310400
47,1981-02-20,0.0839839315339222,0.0839839315339222,0.0835532695055008,0.0835532695055008,24371200
48,1981-02-23,0.0848452001810073,0.0852758619865522,0.0848452001810073,0.0848452001810073,14112000
49,1981-02-24,0.0826919163575925,0.0826919163575925,0.0818305984139442,0.0818305984139442,16979200
50,1981-02-25,0.0869985073804855,0.0874291634836253,0.0869985073804855,0.0869985073804855,19488000
51,1981-02-26,0.0882904827594757,0.0887211446193358,0.0882904827594757,0.0882904827594757,10841600
52,1981-02-27,0.0913058817386627,0.0921671998276445,0.0913058817386627,0.0913058817386627,14761600
53,1981-03-02,0.0917365327477455,0.0921671888658739,0.0917365327477455,0.0917365327477455,11760000
54,1981-03-03,0.0908752342305966,0.0908752342305966,0.0904445722699165,0.0904445722699165,16172800
55,1981-03-04,0.0900131067402482,0.0900131067402482,0.0895824506878852,0.0895824506878852,13708800
56,1981-03-05,0.0895824465604463,0.0895824465604463,0.0891517847776413,0.0891517847776413,5376000
57,1981-03-06,0.0891518007289108,0.0891518007289108,0.0882904827594757,0.0882904827594757,11603200
58,1981-03-09,0.0818305960384608,0.0818305960384608,0.0813999399542808,0.0813999399542808,15321600
59,1981-03-10,0.0779539250259306,0.0779539250259306,0.0775232687592506,0.0775232687592506,28380800
60,1981-03-11,0.0753699402301454,0.0753699402301454,0.0745086222887039,0.0745086222887039,29859200
61,1981-03-12,0.0775232687592506,0.0779539250259306,0.0775232687592506,0.0775232687592506,59248000
62,1981-03-13,0.0770925856369631,0.0770925856369631,0.076661929488182,0.076661929488182,231302400
63,1981-03-16,0.0796773210167884,0.0805386391181214,0.0796773210167884,0.0796773210167884,37228800
64,1981-03-17,0.0835532695055008,0.0844145878120561,0.0835532695055008,0.0835532695055008,43747200
65,1981-03-18,0.088721178472042,0.0895824967701242,0.088721178472042,0.088721178472042,36937600
66,1981-03-19,0.0882905028591697,0.0882905028591697,0.0878598466515541,0.0878598466515541,37811200
67,1981-03-20,0.088721178472042,0.0895824967701242,0.088721178472042,0.088721178472042,14604800
68,1981-03-23,0.0921671912074089,0.0930285092158331,0.0921671912074089,0.0921671912074089,22019200
69,1981-03-24,0.0921671888658739,0.0921671888658739,0.0917365327477455,0.0917365327477455,28156800
70,1981-03-25,0.0908752409237038,0.0908752409237038,0.0900131464004516,0.0900131464004516,7056000
71,1981-03-26,0.0887211446193358,0.0887211446193358,0.0882904827594757,0.0882904827594757,12275200
72,1981-03-27,0.0857065596082768,0.0857065596082768,0.0852759033441543,0.0852759033441543,12252800
73,1981-03-30,0.0852759033441543,0.0861372216226866,0.0852759033441543,0.0852759033441543,9900800
74,1981-03-31,0.085275859557616,0.085275859557616,0.084414541721344,0.084414541721344,15993600
75,1981-04-01,0.0839839315339222,0.0839839315339222,0.0835532695055008,0.0835532695055008,34070400
76,1981-04-02,0.0908751934766769,0.0913058494939383,0.0908751934766769,0.0908751934766769,31404800
77,1981-04-03,0.0913058817386627,0.0917365436582966,0.0913058817386627,0.0913058817386627,16486400
78,1981-04-06,0.0900131067402482,0.0900131067402482,0.0895824506878852,0.0895824506878852,22803200
79,1981-04-07,0.0891518347459394,0.0891518347459394,0.088721178472042,0.088721178472042,10684800
80,1981-04-08,0.0930285304784774,0.093889848683765,0.0930285304784774,0.0930285304784774,21952000
81,1981-04-09,0.0947511494159698,0.0951818113143385,0.0947511494159698,0.0947511494159698,12499200
82,1981-04-10,0.0960431098937988,0.096473765954592,0.0960431098937988,0.0960431098937988,33465600
83,1981-04-13,0.0960431098937988,0.096473765954592,0.0960431098937988,0.0960431098937988,16060800
84,1981-04-14,0.0960431098937988,0.096473765954592,0.0960431098937988,0.0960431098937988,6652800
85,1981-04-15,0.0917365436582966,0.0917365436582966,0.0913058817386627,0.0913058817386627,34048000
86,1981-04-16,0.0865678465694844,0.0865678465694844,0.0861371904611587,0.0861371904611587,23878400
87,1981-04-20,0.088721178472042,0.0891518347459394,0.088721178472042,0.088721178472042,35347200
88,1981-04-21,0.0947511494159698,0.0951818113143385,0.0947511494159698,0.0947511494159698,28537600
89,1981-04-22,0.0981964021921157,0.0986270640053591,0.0981964021921157,0.0981964021921157,18995200
90,1981-04-23,0.1007803753018379,0.1012110372229019,0.1007803753018379,0.1007803753018379,58016000
91,1981-04-24,0.1007803706846062,0.1007803706846062,0.0999190583825111,0.0999190583825111,35056000
92,1981-04-27,0.0994884183603888,0.0994884183603888,0.0990577563643455,0.0990577563643455,38528000
93,1981-04-28,0.097765777049892,0.097765777049892,0.0973351150751113,0.0973351150751113,32188800
94,1981-04-29,0.096473765954592,0.096473765954592,0.0960431098937988,0.0960431098937988,13641600
95,1981-04-30,0.0977657809853553,0.0986271049695883,0.0977657809853553,0.0977657809853553,12611200
96,1981-05-01,0.0977657809853553,0.0986271049695883,0.0977657809853553,0.0977657809853553,16553600
97,1981-05-04,0.097765777049892,0.097765777049892,0.0973351150751113,0.0973351150751113,14448000
98,1981-05-05,0.0973350771194011,0.0973350771194011,0.0969044268131256,0.0969044268131256,17539200
99,1981-05-06,0.0947511770322312,0.0947511770322312,0.0943205207586288,0.0943205207586288,18950400
100,1981-05-07,0.0956124663352966,0.0960431282285884,0.0956124663352966,0.0956124663352966,9363200
101,1981-05-08,0.0964737832546234,0.096904445142929,0.0964737832546234,0.0964737832546234,7907200
102,1981-05-11,0.0947511770322312,0.0947511770322312,0.0943205207586288,0.0943205207586288,11939200
103,1981-05-12,0.0943205207586288,0.0956124953297235,0.0943205207586288,0.0943205207586288,4256000
104,1981-05-13,0.0943205093696928,0.0951818275631833,0.0938898473978042,0.0938898473978042,4905600
105,1981-05-14,0.0934591826834549,0.0934591826834549,0.0925978645682334,0.0925978645682334,4928000
106,1981-05-15,0.0947511494159698,0.0960431293607902,0.0947511494159698,0.0947511494159698,4905600
107,1981-05-18,0.0964737832546234,0.0973350955306635,0.0964737832546234,0.0964737832546234,4166400
108,1981-05-19,0.0951818113143385,0.0951818113143385,0.0947511494159698,0.0947511494159698,25424000
109,1981-05-20,0.0977657809853553,0.0986271049695883,0.0977657809853553,0.0977657809853553,13283200
110,1981-05-21,0.1033650934696197,0.1037957553390353,0.1033650934696197,0.1033650934696197,32211200
111,1981-05-22,0.1081023588776588,0.108963682770634,0.1081023588776588,0.1081023588776588,31427200
112,1981-05-26,0.1081023657926188,0.1081023657926188,0.1076717153191566,0.1076717153191566,85344000
113,1981-05-27,0.1137009188532829,0.1141315807587614,0.1137009188532829,0.1137009188532829,149497600
114,1981-05-28,0.1137009188532829,0.1141315807587614,0.1137009188532829,0.1137009188532829,73987200
115,1981-05-29,0.1141315847635269,0.1145630172224425,0.1141315847635269,0.1141315847635269,59382400
116,1981-06-01,0.1141315847635269,0.1145630172224425,0.1141315847635269,0.1141315847635269,51251200
117,1981-06-02,0.108963679269974,0.108963679269974,0.1085330173373222,0.1085330173373222,40432000
118,1981-06-03,0.1085330173373222,0.1093943297020535,0.1085330173373222,0.1085330173373222,39446400
119,1981-06-04,0.1106863170862198,0.1111169675244707,0.1106863170862198,0.1106863170862197,56067200
120,1981-06-05,0.1093943411753931,0.1093943411753931,0.1089636906981468,0.1089636906981468,57680000
121,1981-06-08,0.1055184190933811,0.1055184190933811,0.1050877571105957,0.1050877571105957,93497600
122,1981-06-09,0.1072410196065902,0.1076716814451377,0.1072410196065902,0.1072410196065902,119593600
123,1981-06-10,0.1085330173373222,0.1098249916347053,0.1085330173373222,0.1085330173373222,25222400
124,1981-06-11,0.1132702752947807,0.1137009372700157,0.1132702752947807,0.1132702752947807,38976000
125,1981-06-12,0.1124089469288869,0.1124089469288869,0.1119782850146293,0.1119782850146293,25804800
126,1981-06-15,0.1119783109205981,0.1119783109205981,0.1115476489067077,0.1115476489067077,143763200
127,1981-06-16,0.1098249588076716,0.1098249588076716,0.109394297003746,0.109394297003746,37251200
128,1981-06-17,0.1081023657926188,0.1081023657926188,0.1076717153191566,0.1076717153191566,27574400
129,1981-06-18,0.1076716814451377,0.1081023317831152,0.1072410196065902,0.1072410196065902,23049600
130,1981-06-19,0.1046570831737105,0.1046570831737105,0.1042264327406883,0.1042264327406883,27507200
131,1981-06-22,0.1007804046409401,0.1007804046409401,0.1003497540950775,0.1003497540950775,10841600
132,1981-06-23,0.1020723581314086,0.1029344409865143,0.1020723581314086,0.1020723581314086,15030400
133,1981-06-24,0.1003497237553107,0.1003497237553107,0.0994883999228477,0.0994883999228477,23027200
134,1981-06-25,0.1016416996717453,0.1020723615950455,0.1016416996717453,0.1016416996717453,24259200
135,1981-06-26,0.101211066687378,0.101211066687378,0.1003497540950775,0.1003497540950775,23788800
136,1981-06-29,0.0977657389262456,0.0977657389262456,0.0969044268131256,0.0969044268131256,10595200
137,1981-06-30,0.0900131067402482,0.0900131067402482,0.0895824506878852,0.0895824506878852,35907200
138,1981-07-01,0.0891518347459394,0.0891518347459394,0.088721178472042,0.088721178472042,170464000
139,1981-07-02,0.088721178472042,0.0891518347459394,0.088721178472042,0.088721178472042,30284800
140,1981-07-06,0.08656785000259,0.08656785000259,0.0857065320014953,0.0857065320014953,16531200
141,1981-07-07,0.0865678265690803,0.0874291443370203,0.0865678265690803,0.0865678265690803,15836800
142,1981-07-08,0.0900131464004516,0.0904445789313048,0.0900131464004516,0.0900131464004516,16620800
143,1981-07-09,0.0835532073992138,0.0835532073992138,0.0831225514411926,0.0831225514411926,32883200
