YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION
(Megawatthours)"
2020,4,TX,Total Electric Power Industry,Total,33608447
2020,4,TX,Total Electric Power Industry,Coal,5531635
2020,4,TX,Total Electric Power Industry,Hydroelectric Conventional,127218
2020,4,TX,Total Electric Power Industry,Natural Gas,16429759
2020,4,TX,Total Electric Power Industry,Nuclear,2672960
2020,4,TX,Total Electric Power Industry,Other Gases,174594
2020,4,TX,Total Electric Power Industry,Other,27037
2020,4,TX,Total Electric Power Industry,Petroleum,12609
2020,4,TX,Total Electric Power Industry,Solar Thermal and Photovoltaic,571622
2020,4,TX,Total Electric Power Industry,Other Biomass,30830
2020,4,TX,Total Electric Power Industry,Wind,7950315
2020,4,TX,Total Electric Power Industry,Wood and Wood Derived Fuels,79869
2020,4,TX,"Combined Heat and Power, Industrial Power",Total,3177047
2020,4,TX,"Combined Heat and Power, Industrial Power",Natural Gas,2992097
2020,4,TX,"Combined Heat and Power, Industrial Power",Other Gases,69738
2020,4,TX,"Combined Heat and Power, Industrial Power",Other,22381
2020,4,TX,"Combined Heat and Power, Industrial Power",Petroleum,7664
2020,4,TX,"Combined Heat and Power, Industrial Power",Other Biomass,4421
2020,4,TX,"Combined Heat and Power, Industrial Power",Wind,659
2020,4,TX,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,80089
2020,4,TX,"Combined Heat and Power, Commercial Power",Total,37764
2020,4,TX,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,97
2020,4,TX,"Combined Heat and Power, Commercial Power",Natural Gas,32073
2020,4,TX,"Combined Heat and Power, Commercial Power",Petroleum,1
2020,4,TX,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,224
2020,4,TX,"Combined Heat and Power, Commercial Power",Other Biomass,0
2020,4,TX,"Combined Heat and Power, Commercial Power",Wind,5369
2020,4,TX,"Combined Heat and Power, Electric Power",Total,3003869
2020,4,TX,"Combined Heat and Power, Electric Power",Natural Gas,2892229
2020,4,TX,"Combined Heat and Power, Electric Power",Other Gases,104856
2020,4,TX,"Combined Heat and Power, Electric Power",Other,6784
2020,4,TX,"Electric Generators, Independent Power Producers",Total,22467551
2020,4,TX,"Electric Generators, Independent Power Producers",Coal,3874462
2020,4,TX,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,2774
2020,4,TX,"Electric Generators, Independent Power Producers",Natural Gas,7397768
2020,4,TX,"Electric Generators, Independent Power Producers",Nuclear,2672960
2020,4,TX,"Electric Generators, Independent Power Producers",Other,-2055
2020,4,TX,"Electric Generators, Independent Power Producers",Petroleum,2496
2020,4,TX,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,569680
2020,4,TX,"Electric Generators, Independent Power Producers",Other Biomass,26410
2020,4,TX,"Electric Generators, Independent Power Producers",Wind,7923055
2020,4,TX,"Electric Generators, Electric Utilities",Total,4922215
2020,4,TX,"Electric Generators, Electric Utilities",Coal,1657172
2020,4,TX,"Electric Generators, Electric Utilities",Hydroelectric Conventional,124347
2020,4,TX,"Electric Generators, Electric Utilities",Natural Gas,3115592
2020,4,TX,"Electric Generators, Electric Utilities",Other,-73
2020,4,TX,"Electric Generators, Electric Utilities",Petroleum,2448
2020,4,TX,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,1718
2020,4,TX,"Electric Generators, Electric Utilities",Other Biomass,0
2020,4,TX,"Electric Generators, Electric Utilities",Wind,21232
2020,4,TX,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,-220
2020,4,US-Total,Total Electric Power Industry,Total,279574150
2020,4,US-Total,Total Electric Power Industry,Coal,40675202
2020,4,US-Total,Total Electric Power Industry,Geothermal,1378947
2020,4,US-Total,Total Electric Power Industry,Pumped Storage,-325030
2020,4,US-Total,Total Electric Power Industry,Hydroelectric Conventional,23194355
2020,4,US-Total,Total Electric Power Industry,Natural Gas,110291535
2020,4,US-Total,Total Electric Power Industry,Nuclear,59170016
2020,4,US-Total,Total Electric Power Industry,Other Gases,802062
2020,4,US-Total,Total Electric Power Industry,Other,1073067
2020,4,US-Total,Total Electric Power Industry,Petroleum,1239419
2020,4,US-Total,Total Electric Power Industry,Solar Thermal and Photovoltaic,7920729
2020,4,US-Total,Total Electric Power Industry,Other Biomass,1557601
2020,4,US-Total,Total Electric Power Industry,Wind,29752229
2020,4,US-Total,Total Electric Power Industry,Wood and Wood Derived Fuels,2844017
2020,4,US-Total,"Combined Heat and Power, Industrial Power",Total,11136343
2020,4,US-Total,"Combined Heat and Power, Industrial Power",Coal,428525
2020,4,US-Total,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,111280
2020,4,US-Total,"Combined Heat and Power, Industrial Power",Natural Gas,7373328
2020,4,US-Total,"Combined Heat and Power, Industrial Power",Other Gases,630550
2020,4,US-Total,"Combined Heat and Power, Industrial Power",Other,355376
2020,4,US-Total,"Combined Heat and Power, Industrial Power",Petroleum,72989
2020,4,US-Total,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,8007
2020,4,US-Total,"Combined Heat and Power, Industrial Power",Other Biomass,70830
2020,4,US-Total,"Combined Heat and Power, Industrial Power",Wind,8311
2020,4,US-Total,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,2077145
2020,4,US-Total,"Combined Heat and Power, Commercial Power",Total,942637
2020,4,US-Total,"Combined Heat and Power, Commercial Power",Coal,12833
2020,4,US-Total,"Combined Heat and Power, Commercial Power",Geothermal,39420
2020,4,US-Total,"Combined Heat and Power, Commercial Power",Pumped Storage,0
2020,4,US-Total,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,16978
2020,4,US-Total,"Combined Heat and Power, Commercial Power",Natural Gas,546055
2020,4,US-Total,"Combined Heat and Power, Commercial Power",Other,81089
2020,4,US-Total,"Combined Heat and Power, Commercial Power",Petroleum,5060
2020,4,US-Total,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,54350
2020,4,US-Total,"Combined Heat and Power, Commercial Power",Other Biomass,168608
2020,4,US-Total,"Combined Heat and Power, Commercial Power",Wind,17601
2020,4,US-Total,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,642
2020,4,US-Total,"Combined Heat and Power, Electric Power",Total,9425967
2020,4,US-Total,"Combined Heat and Power, Electric Power",Coal,767983
2020,4,US-Total,"Combined Heat and Power, Electric Power",Natural Gas,7936165
2020,4,US-Total,"Combined Heat and Power, Electric Power",Other Gases,165911
2020,4,US-Total,"Combined Heat and Power, Electric Power",Other,69564
2020,4,US-Total,"Combined Heat and Power, Electric Power",Petroleum,235749
2020,4,US-Total,"Combined Heat and Power, Electric Power",Solar Thermal and Photovoltaic,634
2020,4,US-Total,"Combined Heat and Power, Electric Power",Other Biomass,67646
2020,4,US-Total,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,182315
2020,4,US-Total,"Electric Generators, Independent Power Producers",Total,111234881
2020,4,US-Total,"Electric Generators, Independent Power Producers",Coal,9561853
2020,4,US-Total,"Electric Generators, Independent Power Producers",Geothermal,1272232
2020,4,US-Total,"Electric Generators, Independent Power Producers",Pumped Storage,-73051
2020,4,US-Total,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,2165223
2020,4,US-Total,"Electric Generators, Independent Power Producers",Natural Gas,37824330
2020,4,US-Total,"Electric Generators, Independent Power Producers",Nuclear,26342823
2020,4,US-Total,"Electric Generators, Independent Power Producers",Other Gases,0
2020,4,US-Total,"Electric Generators, Independent Power Producers",Other,520385
2020,4,US-Total,"Electric Generators, Independent Power Producers",Petroleum,33757
2020,4,US-Total,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,6947708
2020,4,US-Total,"Electric Generators, Independent Power Producers",Other Biomass,1143596
2020,4,US-Total,"Electric Generators, Independent Power Producers",Wind,25037041
2020,4,US-Total,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,458985
2020,4,US-Total,"Electric Generators, Electric Utilities",Total,146834322
2020,4,US-Total,"Electric Generators, Electric Utilities",Coal,29904007
2020,4,US-Total,"Electric Generators, Electric Utilities",Geothermal,67295
2020,4,US-Total,"Electric Generators, Electric Utilities",Pumped Storage,-251979
2020,4,US-Total,"Electric Generators, Electric Utilities",Hydroelectric Conventional,20900874
2020,4,US-Total,"Electric Generators, Electric Utilities",Natural Gas,56611658
2020,4,US-Total,"Electric Generators, Electric Utilities",Nuclear,32827193
2020,4,US-Total,"Electric Generators, Electric Utilities",Other Gases,5600
2020,4,US-Total,"Electric Generators, Electric Utilities",Other,46653
2020,4,US-Total,"Electric Generators, Electric Utilities",Petroleum,891864
2020,4,US-Total,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,910030
2020,4,US-Total,"Electric Generators, Electric Utilities",Other Biomass,106921
2020,4,US-Total,"Electric Generators, Electric Utilities",Wind,4689276
2020,4,US-Total,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,124931
2020,4,UT,Total Electric Power Industry,Total,2080140
2020,4,UT,Total Electric Power Industry,Coal,1233963
2020,4,UT,Total Electric Power Industry,Geothermal,32898
2020,4,UT,Total Electric Power Industry,Hydroelectric Conventional,71671
2020,4,UT,Total Electric Power Industry,Natural Gas,444200
2020,4,UT,Total Electric Power Industry,Other Gases,24
2020,4,UT,Total Electric Power Industry,Other,12875
2020,4,UT,Total Electric Power Industry,Petroleum,5488
2020,4,UT,Total Electric Power Industry,Solar Thermal and Photovoltaic,229942
2020,4,UT,Total Electric Power Industry,Other Biomass,6656
2020,4,UT,Total Electric Power Industry,Wind,42423
2020,4,UT,"Combined Heat and Power, Industrial Power",Total,37651
2020,4,UT,"Combined Heat and Power, Industrial Power",Coal,0
2020,4,UT,"Combined Heat and Power, Industrial Power",Natural Gas,29496
2020,4,UT,"Combined Heat and Power, Industrial Power",Other Gases,24
2020,4,UT,"Combined Heat and Power, Industrial Power",Other,8131
2020,4,UT,"Combined Heat and Power, Industrial Power",Petroleum,0
2020,4,UT,"Combined Heat and Power, Commercial Power",Total,8195
2020,4,UT,"Combined Heat and Power, Commercial Power",Natural Gas,6907
2020,4,UT,"Combined Heat and Power, Commercial Power",Petroleum,0
2020,4,UT,"Combined Heat and Power, Commercial Power",Other Biomass,1288
2020,4,UT,"Combined Heat and Power, Electric Power",Total,2541
2020,4,UT,"Combined Heat and Power, Electric Power",Natural Gas,2541
2020,4,UT,"Electric Generators, Independent Power Producers",Total,339455
2020,4,UT,"Electric Generators, Independent Power Producers",Coal,37104
2020,4,UT,"Electric Generators, Independent Power Producers",Geothermal,17563
2020,4,UT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,1295
2020,4,UT,"Electric Generators, Independent Power Producers",Natural Gas,5760
2020,4,UT,"Electric Generators, Independent Power Producers",Petroleum,0
2020,4,UT,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,229942
2020,4,UT,"Electric Generators, Independent Power Producers",Other Biomass,5368
2020,4,UT,"Electric Generators, Independent Power Producers",Wind,42423
2020,4,UT,"Electric Generators, Electric Utilities",Total,1692298
2020,4,UT,"Electric Generators, Electric Utilities",Coal,1196859
2020,4,UT,"Electric Generators, Electric Utilities",Geothermal,15334
2020,4,UT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,70376
2020,4,UT,"Electric Generators, Electric Utilities",Natural Gas,399496
2020,4,UT,"Electric Generators, Electric Utilities",Other,4744
2020,4,UT,"Electric Generators, Electric Utilities",Petroleum,5488
2020,4,VA,Total Electric Power Industry,Total,7956985
2020,4,VA,Total Electric Power Industry,Coal,98607
2020,4,VA,Total Electric Power Industry,Pumped Storage,-17638
2020,4,VA,Total Electric Power Industry,Hydroelectric Conventional,216299
2020,4,VA,Total Electric Power Industry,Natural Gas,4854353
2020,4,VA,Total Electric Power Industry,Nuclear,2376517
2020,4,VA,Total Electric Power Industry,Other,44654
2020,4,VA,Total Electric Power Industry,Petroleum,3704
2020,4,VA,Total Electric Power Industry,Solar Thermal and Photovoltaic,125958
2020,4,VA,Total Electric Power Industry,Other Biomass,87607
2020,4,VA,Total Electric Power Industry,Wood and Wood Derived Fuels,166924
2020,4,VA,"Combined Heat and Power, Industrial Power",Total,200701
2020,4,VA,"Combined Heat and Power, Industrial Power",Coal,12569
2020,4,VA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,24
2020,4,VA,"Combined Heat and Power, Industrial Power",Natural Gas,68697
2020,4,VA,"Combined Heat and Power, Industrial Power",Petroleum,93
2020,4,VA,"Combined Heat and Power, Industrial Power",Other Biomass,1562
2020,4,VA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,117757
2020,4,VA,"Combined Heat and Power, Commercial Power",Total,30098
2020,4,VA,"Combined Heat and Power, Commercial Power",Coal,0
2020,4,VA,"Combined Heat and Power, Commercial Power",Natural Gas,1260
2020,4,VA,"Combined Heat and Power, Commercial Power",Other,14121
2020,4,VA,"Combined Heat and Power, Commercial Power",Petroleum,1817
2020,4,VA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,164
2020,4,VA,"Combined Heat and Power, Commercial Power",Other Biomass,12736
2020,4,VA,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2020,4,VA,"Combined Heat and Power, Electric Power",Total,160088
2020,4,VA,"Combined Heat and Power, Electric Power",Coal,0
2020,4,VA,"Combined Heat and Power, Electric Power",Natural Gas,160088
2020,4,VA,"Combined Heat and Power, Electric Power",Petroleum,0
2020,4,VA,"Electric Generators, Independent Power Producers",Total,1505613
2020,4,VA,"Electric Generators, Independent Power Producers",Coal,-952
2020,4,VA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,9211
2020,4,VA,"Electric Generators, Independent Power Producers",Natural Gas,1318712
2020,4,VA,"Electric Generators, Independent Power Producers",Other,30533
2020,4,VA,"Electric Generators, Independent Power Producers",Petroleum,485
2020,4,VA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,64547
2020,4,VA,"Electric Generators, Independent Power Producers",Other Biomass,73010
2020,4,VA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,10067
2020,4,VA,"Electric Generators, Electric Utilities",Total,6060485
2020,4,VA,"Electric Generators, Electric Utilities",Coal,86989
2020,4,VA,"Electric Generators, Electric Utilities",Pumped Storage,-17638
2020,4,VA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,207064
2020,4,VA,"Electric Generators, Electric Utilities",Natural Gas,3305596
2020,4,VA,"Electric Generators, Electric Utilities",Nuclear,2376517
2020,4,VA,"Electric Generators, Electric Utilities",Petroleum,1309
2020,4,VA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,61248
2020,4,VA,"Electric Generators, Electric Utilities",Other Biomass,299
2020,4,VA,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,39100
2020,4,VT,Total Electric Power Industry,Total,241857
2020,4,VT,Total Electric Power Industry,Hydroelectric Conventional,163393
2020,4,VT,Total Electric Power Industry,Natural Gas,36
2020,4,VT,Total Electric Power Industry,Other,587
2020,4,VT,Total Electric Power Industry,Petroleum,104
2020,4,VT,Total Electric Power Industry,Solar Thermal and Photovoltaic,18638
2020,4,VT,Total Electric Power Industry,Other Biomass,5465
2020,4,VT,Total Electric Power Industry,Wind,38784
2020,4,VT,Total Electric Power Industry,Wood and Wood Derived Fuels,14850
2020,4,VT,"Combined Heat and Power, Commercial Power",Total,154
2020,4,VT,"Combined Heat and Power, Commercial Power",Natural Gas,0
2020,4,VT,"Combined Heat and Power, Commercial Power",Petroleum,0
2020,4,VT,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,154
2020,4,VT,"Electric Generators, Independent Power Producers",Total,154415
2020,4,VT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,109434
2020,4,VT,"Electric Generators, Independent Power Producers",Other,-35
2020,4,VT,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,12433
2020,4,VT,"Electric Generators, Independent Power Producers",Other Biomass,728
2020,4,VT,"Electric Generators, Independent Power Producers",Wind,21561
2020,4,VT,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,10294
2020,4,VT,"Electric Generators, Electric Utilities",Total,87288
2020,4,VT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,53960
2020,4,VT,"Electric Generators, Electric Utilities",Natural Gas,36
2020,4,VT,"Electric Generators, Electric Utilities",Other,622
2020,4,VT,"Electric Generators, Electric Utilities",Petroleum,104
2020,4,VT,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,6204
2020,4,VT,"Electric Generators, Electric Utilities",Other Biomass,4737
2020,4,VT,"Electric Generators, Electric Utilities",Wind,17223
2020,4,VT,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,4402
2020,4,WA,Total Electric Power Industry,Total,8127886
2020,4,WA,Total Electric Power Industry,Coal,1626
2020,4,WA,Total Electric Power Industry,Pumped Storage,-477
2020,4,WA,Total Electric Power Industry,Hydroelectric Conventional,4782975
2020,4,WA,Total Electric Power Industry,Natural Gas,1541790
2020,4,WA,Total Electric Power Industry,Nuclear,835101
2020,4,WA,Total Electric Power Industry,Other Gases,22113
2020,4,WA,Total Electric Power Industry,Other,5936
2020,4,WA,Total Electric Power Industry,Petroleum,1135
2020,4,WA,Total Electric Power Industry,Solar Thermal and Photovoltaic,4946
2020,4,WA,Total Electric Power Industry,Other Biomass,9498
2020,4,WA,Total Electric Power Industry,Wind,800227
2020,4,WA,Total Electric Power Industry,Wood and Wood Derived Fuels,123015
2020,4,WA,"Combined Heat and Power, Industrial Power",Total,176015
2020,4,WA,"Combined Heat and Power, Industrial Power",Coal,1626
2020,4,WA,"Combined Heat and Power, Industrial Power",Natural Gas,52941
2020,4,WA,"Combined Heat and Power, Industrial Power",Other Gases,22113
2020,4,WA,"Combined Heat and Power, Industrial Power",Petroleum,1087
2020,4,WA,"Combined Heat and Power, Industrial Power",Other Biomass,1049
2020,4,WA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,97201
2020,4,WA,"Combined Heat and Power, Commercial Power",Total,2285
2020,4,WA,"Combined Heat and Power, Commercial Power",Natural Gas,1204
2020,4,WA,"Combined Heat and Power, Commercial Power",Petroleum,20
2020,4,WA,"Combined Heat and Power, Commercial Power",Other Biomass,1062
2020,4,WA,"Electric Generators, Independent Power Producers",Total,826744
2020,4,WA,"Electric Generators, Independent Power Producers",Coal,0
2020,4,WA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,19801
2020,4,WA,"Electric Generators, Independent Power Producers",Natural Gas,421680
2020,4,WA,"Electric Generators, Independent Power Producers",Other,5942
2020,4,WA,"Electric Generators, Independent Power Producers",Petroleum,0
2020,4,WA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,4946
2020,4,WA,"Electric Generators, Independent Power Producers",Other Biomass,7387
2020,4,WA,"Electric Generators, Independent Power Producers",Wind,366988
2020,4,WA,"Electric Generators, Electric Utilities",Total,7122841
2020,4,WA,"Electric Generators, Electric Utilities",Pumped Storage,-477
2020,4,WA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,4763174
2020,4,WA,"Electric Generators, Electric Utilities",Natural Gas,1065966
2020,4,WA,"Electric Generators, Electric Utilities",Nuclear,835101
2020,4,WA,"Electric Generators, Electric Utilities",Other,-6
2020,4,WA,"Electric Generators, Electric Utilities",Petroleum,28
2020,4,WA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,0
2020,4,WA,"Electric Generators, Electric Utilities",Other Biomass,0
2020,4,WA,"Electric Generators, Electric Utilities",Wind,433240
2020,4,WA,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,25814
2020,4,WI,Total Electric Power Industry,Total,4301663
2020,4,WI,Total Electric Power Industry,Coal,1296425
2020,4,WI,Total Electric Power Industry,Hydroelectric Conventional,226040
2020,4,WI,Total Electric Power Industry,Natural Gas,1729092
2020,4,WI,Total Electric Power Industry,Nuclear,776698
2020,4,WI,Total Electric Power Industry,Other,2357
2020,4,WI,Total Electric Power Industry,Petroleum,-989
2020,4,WI,Total Electric Power Industry,Solar Thermal and Photovoltaic,8127
2020,4,WI,Total Electric Power Industry,Other Biomass,43303
2020,4,WI,Total Electric Power Industry,Wind,159291
2020,4,WI,Total Electric Power Industry,Wood and Wood Derived Fuels,61319
2020,4,WI,"Combined Heat and Power, Industrial Power",Total,162317
2020,4,WI,"Combined Heat and Power, Industrial Power",Coal,27816
2020,4,WI,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,10065
2020,4,WI,"Combined Heat and Power, Industrial Power",Natural Gas,78733
2020,4,WI,"Combined Heat and Power, Industrial Power",Other,727
2020,4,WI,"Combined Heat and Power, Industrial Power",Petroleum,47
2020,4,WI,"Combined Heat and Power, Industrial Power",Other Biomass,2162
2020,4,WI,"Combined Heat and Power, Industrial Power",Wind,517
2020,4,WI,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,42250
2020,4,WI,"Combined Heat and Power, Commercial Power",Total,11838
2020,4,WI,"Combined Heat and Power, Commercial Power",Coal,0
2020,4,WI,"Combined Heat and Power, Commercial Power",Natural Gas,4476
2020,4,WI,"Combined Heat and Power, Commercial Power",Petroleum,19
2020,4,WI,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,294
2020,4,WI,"Combined Heat and Power, Commercial Power",Other Biomass,5132
2020,4,WI,"Combined Heat and Power, Commercial Power",Wind,1917
2020,4,WI,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2020,4,WI,"Combined Heat and Power, Electric Power",Total,53874
2020,4,WI,"Combined Heat and Power, Electric Power",Natural Gas,46383
2020,4,WI,"Combined Heat and Power, Electric Power",Petroleum,0
2020,4,WI,"Combined Heat and Power, Electric Power",Other Biomass,7491
2020,4,WI,"Electric Generators, Independent Power Producers",Total,891613
2020,4,WI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,12982
2020,4,WI,"Electric Generators, Independent Power Producers",Natural Gas,14376
2020,4,WI,"Electric Generators, Independent Power Producers",Nuclear,776698
2020,4,WI,"Electric Generators, Independent Power Producers",Petroleum,-47
2020,4,WI,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,7833
2020,4,WI,"Electric Generators, Independent Power Producers",Other Biomass,27553
2020,4,WI,"Electric Generators, Independent Power Producers",Wind,52218
2020,4,WI,"Electric Generators, Electric Utilities",Total,3182021
2020,4,WI,"Electric Generators, Electric Utilities",Coal,1268609
2020,4,WI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,202994
2020,4,WI,"Electric Generators, Electric Utilities",Natural Gas,1585124
2020,4,WI,"Electric Generators, Electric Utilities",Other,1631
2020,4,WI,"Electric Generators, Electric Utilities",Petroleum,-1009
2020,4,WI,"Electric Generators, Electric Utilities",Other Biomass,965
2020,4,WI,"Electric Generators, Electric Utilities",Wind,104639
2020,4,WI,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,19069
2020,4,WV,Total Electric Power Industry,Total,3436568
2020,4,WV,Total Electric Power Industry,Coal,2855551
2020,4,WV,Total Electric Power Industry,Hydroelectric Conventional,183568
2020,4,WV,Total Electric Power Industry,Natural Gas,180642
2020,4,WV,Total Electric Power Industry,Other Gases,2610
2020,4,WV,Total Electric Power Industry,Other,-1318
2020,4,WV,Total Electric Power Industry,Petroleum,8541
2020,4,WV,Total Electric Power Industry,Other Biomass,559
2020,4,WV,Total Electric Power Industry,Wind,206416
2020,4,WV,"Combined Heat and Power, Industrial Power",Total,102010
2020,4,WV,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,65159
2020,4,WV,"Combined Heat and Power, Industrial Power",Natural Gas,34242
2020,4,WV,"Combined Heat and Power, Industrial Power",Other Gases,2610
2020,4,WV,"Electric Generators, Independent Power Producers",Total,455376
2020,4,WV,"Electric Generators, Independent Power Producers",Coal,62426
2020,4,WV,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,41431
2020,4,WV,"Electric Generators, Independent Power Producers",Natural Gas,145844
2020,4,WV,"Electric Generators, Independent Power Producers",Other,-1300
2020,4,WV,"Electric Generators, Independent Power Producers",Petroleum,0
2020,4,WV,"Electric Generators, Independent Power Producers",Other Biomass,559
2020,4,WV,"Electric Generators, Independent Power Producers",Wind,206416
2020,4,WV,"Electric Generators, Electric Utilities",Total,2879182
2020,4,WV,"Electric Generators, Electric Utilities",Coal,2793126
2020,4,WV,"Electric Generators, Electric Utilities",Hydroelectric Conventional,76978
2020,4,WV,"Electric Generators, Electric Utilities",Natural Gas,556
2020,4,WV,"Electric Generators, Electric Utilities",Other,-18
2020,4,WV,"Electric Generators, Electric Utilities",Petroleum,8541
2020,4,WY,Total Electric Power Industry,Total,2963180
2020,4,WY,Total Electric Power Industry,Coal,2390094
2020,4,WY,Total Electric Power Industry,Hydroelectric Conventional,94464
2020,4,WY,Total Electric Power Industry,Natural Gas,91895
2020,4,WY,Total Electric Power Industry,Other Gases,33826
2020,4,WY,Total Electric Power Industry,Other,7279
2020,4,WY,Total Electric Power Industry,Petroleum,4074
2020,4,WY,Total Electric Power Industry,Solar Thermal and Photovoltaic,19745
2020,4,WY,Total Electric Power Industry,Wind,321803
2020,4,WY,"Combined Heat and Power, Industrial Power",Total,126345
2020,4,WY,"Combined Heat and Power, Industrial Power",Coal,26438
2020,4,WY,"Combined Heat and Power, Industrial Power",Natural Gas,58795
2020,4,WY,"Combined Heat and Power, Industrial Power",Other Gases,33826
2020,4,WY,"Combined Heat and Power, Industrial Power",Other,7279
2020,4,WY,"Combined Heat and Power, Industrial Power",Petroleum,6
2020,4,WY,"Electric Generators, Independent Power Producers",Total,235106
2020,4,WY,"Electric Generators, Independent Power Producers",Coal,56806
2020,4,WY,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,592
2020,4,WY,"Electric Generators, Independent Power Producers",Natural Gas,119
2020,4,WY,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,19745
2020,4,WY,"Electric Generators, Independent Power Producers",Wind,157844
2020,4,WY,"Electric Generators, Electric Utilities",Total,2601730
2020,4,WY,"Electric Generators, Electric Utilities",Coal,2306849
2020,4,WY,"Electric Generators, Electric Utilities",Hydroelectric Conventional,93872
2020,4,WY,"Electric Generators, Electric Utilities",Natural Gas,32981
2020,4,WY,"Electric Generators, Electric Utilities",Petroleum,4068
2020,4,WY,"Electric Generators, Electric Utilities",Wind,163959
2020,5,AK,Total Electric Power Industry,Total,518054
2020,5,AK,Total Electric Power Industry,Coal,57252
2020,5,AK,Total Electric Power Industry,Hydroelectric Conventional,187232
2020,5,AK,Total Electric Power Industry,Natural Gas,196328
2020,5,AK,Total Electric Power Industry,Other,-312
2020,5,AK,Total Electric Power Industry,Petroleum,63304
2020,5,AK,Total Electric Power Industry,Other Biomass,3347
2020,5,AK,Total Electric Power Industry,Wind,10902
2020,5,AK,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2020,5,AK,"Combined Heat and Power, Industrial Power",Total,9069
2020,5,AK,"Combined Heat and Power, Industrial Power",Natural Gas,6165
2020,5,AK,"Combined Heat and Power, Industrial Power",Petroleum,2894
2020,5,AK,"Combined Heat and Power, Industrial Power",Other Biomass,10
2020,5,AK,"Combined Heat and Power, Commercial Power",Total,30215
2020,5,AK,"Combined Heat and Power, Commercial Power",Coal,9641
2020,5,AK,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,17217
2020,5,AK,"Combined Heat and Power, Commercial Power",Natural Gas,3
2020,5,AK,"Combined Heat and Power, Commercial Power",Petroleum,17
2020,5,AK,"Combined Heat and Power, Commercial Power",Other Biomass,3337
2020,5,AK,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
