YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION
(Megawatthours)"
2020,1,AK,Total Electric Power Industry,Total,616446
2020,1,AK,Total Electric Power Industry,Coal,45764
2020,1,AK,Total Electric Power Industry,Hydroelectric Conventional,150525
2020,1,AK,Total Electric Power Industry,Natural Gas,282276
2020,1,AK,Total Electric Power Industry,Other,-298
2020,1,AK,Total Electric Power Industry,Petroleum,123712
2020,1,AK,Total Electric Power Industry,Other Biomass,3235
2020,1,AK,Total Electric Power Industry,Wind,11230
2020,1,AK,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2020,1,AK,"Combined Heat and Power, Industrial Power",Total,10990
2020,1,AK,"Combined Heat and Power, Industrial Power",Natural Gas,4290
2020,1,AK,"Combined Heat and Power, Industrial Power",Petroleum,6690
2020,1,AK,"Combined Heat and Power, Industrial Power",Other Biomass,10
2020,1,AK,"Combined Heat and Power, Commercial Power",Total,25999
2020,1,AK,"Combined Heat and Power, Commercial Power",Coal,7065
2020,1,AK,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,13863
2020,1,AK,"Combined Heat and Power, Commercial Power",Natural Gas,2
2020,1,AK,"Combined Heat and Power, Commercial Power",Petroleum,1845
2020,1,AK,"Combined Heat and Power, Commercial Power",Other Biomass,3225
2020,1,AK,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2020,1,AK,"Combined Heat and Power, Electric Power",Total,16038
2020,1,AK,"Combined Heat and Power, Electric Power",Coal,16038
2020,1,AK,"Combined Heat and Power, Electric Power",Petroleum,0
2020,1,AK,"Combined Heat and Power, Electric Power",Other Biomass,0
2020,1,AK,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,0
2020,1,AK,"Electric Generators, Independent Power Producers",Total,4738
2020,1,AK,"Electric Generators, Independent Power Producers",Petroleum,247
2020,1,AK,"Electric Generators, Independent Power Producers",Wind,4490
2020,1,AK,"Electric Generators, Electric Utilities",Total,558680
2020,1,AK,"Electric Generators, Electric Utilities",Coal,22661
2020,1,AK,"Electric Generators, Electric Utilities",Hydroelectric Conventional,136662
2020,1,AK,"Electric Generators, Electric Utilities",Natural Gas,277984
2020,1,AK,"Electric Generators, Electric Utilities",Other,-298
2020,1,AK,"Electric Generators, Electric Utilities",Petroleum,114931
2020,1,AK,"Electric Generators, Electric Utilities",Wind,6739
2020,1,AL,Total Electric Power Industry,Total,11566431
2020,1,AL,Total Electric Power Industry,Coal,1954499
2020,1,AL,Total Electric Power Industry,Hydroelectric Conventional,1276111
2020,1,AL,Total Electric Power Industry,Natural Gas,4033951
2020,1,AL,Total Electric Power Industry,Nuclear,3994825
2020,1,AL,Total Electric Power Industry,Other Gases,42
2020,1,AL,Total Electric Power Industry,Other,-3
2020,1,AL,Total Electric Power Industry,Petroleum,360
2020,1,AL,Total Electric Power Industry,Solar Thermal and Photovoltaic,18058
2020,1,AL,Total Electric Power Industry,Other Biomass,3277
2020,1,AL,Total Electric Power Industry,Wood and Wood Derived Fuels,285312
2020,1,AL,"Combined Heat and Power, Industrial Power",Total,428982
2020,1,AL,"Combined Heat and Power, Industrial Power",Coal,0
2020,1,AL,"Combined Heat and Power, Industrial Power",Natural Gas,143357
2020,1,AL,"Combined Heat and Power, Industrial Power",Other Gases,42
2020,1,AL,"Combined Heat and Power, Industrial Power",Other,0
2020,1,AL,"Combined Heat and Power, Industrial Power",Petroleum,271
2020,1,AL,"Combined Heat and Power, Industrial Power",Other Biomass,0
2020,1,AL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,285312
2020,1,AL,"Combined Heat and Power, Electric Power",Total,186647
2020,1,AL,"Combined Heat and Power, Electric Power",Natural Gas,186647
2020,1,AL,"Electric Generators, Independent Power Producers",Total,1990106
2020,1,AL,"Electric Generators, Independent Power Producers",Natural Gas,1970039
2020,1,AL,"Electric Generators, Independent Power Producers",Other,-3
2020,1,AL,"Electric Generators, Independent Power Producers",Petroleum,92
2020,1,AL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,16702
2020,1,AL,"Electric Generators, Independent Power Producers",Other Biomass,3277
2020,1,AL,"Electric Generators, Electric Utilities",Total,8960696
2020,1,AL,"Electric Generators, Electric Utilities",Coal,1954499
2020,1,AL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1276111
2020,1,AL,"Electric Generators, Electric Utilities",Natural Gas,1733907
2020,1,AL,"Electric Generators, Electric Utilities",Nuclear,3994825
2020,1,AL,"Electric Generators, Electric Utilities",Petroleum,-3
2020,1,AL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,1356
2020,1,AR,Total Electric Power Industry,Total,4446681
2020,1,AR,Total Electric Power Industry,Coal,854701
2020,1,AR,Total Electric Power Industry,Pumped Storage,1123
2020,1,AR,Total Electric Power Industry,Hydroelectric Conventional,231354
2020,1,AR,Total Electric Power Industry,Natural Gas,1873596
2020,1,AR,Total Electric Power Industry,Nuclear,1385498
2020,1,AR,Total Electric Power Industry,Other,513
2020,1,AR,Total Electric Power Industry,Petroleum,1794
2020,1,AR,Total Electric Power Industry,Solar Thermal and Photovoltaic,10565
2020,1,AR,Total Electric Power Industry,Other Biomass,7676
2020,1,AR,Total Electric Power Industry,Wood and Wood Derived Fuels,79861
2020,1,AR,"Combined Heat and Power, Industrial Power",Total,109294
2020,1,AR,"Combined Heat and Power, Industrial Power",Coal,4269
2020,1,AR,"Combined Heat and Power, Industrial Power",Natural Gas,24624
2020,1,AR,"Combined Heat and Power, Industrial Power",Other,531
2020,1,AR,"Combined Heat and Power, Industrial Power",Petroleum,10
2020,1,AR,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,79861
2020,1,AR,"Combined Heat and Power, Commercial Power",Total,5712
2020,1,AR,"Combined Heat and Power, Commercial Power",Natural Gas,4459
2020,1,AR,"Combined Heat and Power, Commercial Power",Other,-18
2020,1,AR,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,898
2020,1,AR,"Combined Heat and Power, Commercial Power",Other Biomass,374
2020,1,AR,"Combined Heat and Power, Electric Power",Total,115717
2020,1,AR,"Combined Heat and Power, Electric Power",Natural Gas,113932
2020,1,AR,"Combined Heat and Power, Electric Power",Petroleum,0
2020,1,AR,"Combined Heat and Power, Electric Power",Other Biomass,1785
2020,1,AR,"Electric Generators, Independent Power Producers",Total,339050
2020,1,AR,"Electric Generators, Independent Power Producers",Coal,319818
2020,1,AR,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,4122
2020,1,AR,"Electric Generators, Independent Power Producers",Petroleum,0
2020,1,AR,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,9592
2020,1,AR,"Electric Generators, Independent Power Producers",Other Biomass,5518
2020,1,AR,"Electric Generators, Electric Utilities",Total,3876907
2020,1,AR,"Electric Generators, Electric Utilities",Coal,530613
2020,1,AR,"Electric Generators, Electric Utilities",Pumped Storage,1123
2020,1,AR,"Electric Generators, Electric Utilities",Hydroelectric Conventional,227232
2020,1,AR,"Electric Generators, Electric Utilities",Natural Gas,1730582
2020,1,AR,"Electric Generators, Electric Utilities",Nuclear,1385498
2020,1,AR,"Electric Generators, Electric Utilities",Petroleum,1784
2020,1,AR,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,74
2020,1,AZ,Total Electric Power Industry,Total,8550692
2020,1,AZ,Total Electric Power Industry,Coal,1133561
2020,1,AZ,Total Electric Power Industry,Pumped Storage,-5149
2020,1,AZ,Total Electric Power Industry,Hydroelectric Conventional,496816
2020,1,AZ,Total Electric Power Industry,Natural Gas,3543322
2020,1,AZ,Total Electric Power Industry,Nuclear,2975994
2020,1,AZ,Total Electric Power Industry,Other,-444
2020,1,AZ,Total Electric Power Industry,Petroleum,2523
2020,1,AZ,Total Electric Power Industry,Solar Thermal and Photovoltaic,340830
2020,1,AZ,Total Electric Power Industry,Other Biomass,1900
2020,1,AZ,Total Electric Power Industry,Wind,42839
2020,1,AZ,Total Electric Power Industry,Wood and Wood Derived Fuels,18499
2020,1,AZ,"Combined Heat and Power, Commercial Power",Total,10819
2020,1,AZ,"Combined Heat and Power, Commercial Power",Natural Gas,10127
2020,1,AZ,"Combined Heat and Power, Commercial Power",Petroleum,1
2020,1,AZ,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,691
2020,1,AZ,"Combined Heat and Power, Electric Power",Total,1357
2020,1,AZ,"Combined Heat and Power, Electric Power",Natural Gas,1357
2020,1,AZ,"Combined Heat and Power, Electric Power",Petroleum,0
2020,1,AZ,"Electric Generators, Independent Power Producers",Total,1475621
2020,1,AZ,"Electric Generators, Independent Power Producers",Natural Gas,1114960
2020,1,AZ,"Electric Generators, Independent Power Producers",Other,-444
2020,1,AZ,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,297867
2020,1,AZ,"Electric Generators, Independent Power Producers",Other Biomass,1900
2020,1,AZ,"Electric Generators, Independent Power Producers",Wind,42839
2020,1,AZ,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,18499
2020,1,AZ,"Electric Generators, Electric Utilities",Total,7062895
2020,1,AZ,"Electric Generators, Electric Utilities",Coal,1133561
2020,1,AZ,"Electric Generators, Electric Utilities",Pumped Storage,-5149
2020,1,AZ,"Electric Generators, Electric Utilities",Hydroelectric Conventional,496816
2020,1,AZ,"Electric Generators, Electric Utilities",Natural Gas,2416878
2020,1,AZ,"Electric Generators, Electric Utilities",Nuclear,2975994
2020,1,AZ,"Electric Generators, Electric Utilities",Other,0
2020,1,AZ,"Electric Generators, Electric Utilities",Petroleum,2522
2020,1,AZ,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,42272
2020,1,AZ,"Electric Generators, Electric Utilities",Other Biomass,0
2020,1,CA,Total Electric Power Industry,Total,13894378
2020,1,CA,Total Electric Power Industry,Coal,23721
2020,1,CA,Total Electric Power Industry,Geothermal,768640
2020,1,CA,Total Electric Power Industry,Pumped Storage,-62422
2020,1,CA,Total Electric Power Industry,Hydroelectric Conventional,1587744
2020,1,CA,Total Electric Power Industry,Natural Gas,6897670
2020,1,CA,Total Electric Power Industry,Nuclear,1689545
2020,1,CA,Total Electric Power Industry,Other Gases,92977
2020,1,CA,Total Electric Power Industry,Other,66370
2020,1,CA,Total Electric Power Industry,Petroleum,3819
2020,1,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,1534236
2020,1,CA,Total Electric Power Industry,Other Biomass,241588
2020,1,CA,Total Electric Power Industry,Wind,762973
2020,1,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,287517
2020,1,CA,"Combined Heat and Power, Industrial Power",Total,1169830
2020,1,CA,"Combined Heat and Power, Industrial Power",Coal,23721
2020,1,CA,"Combined Heat and Power, Industrial Power",Natural Gas,934352
2020,1,CA,"Combined Heat and Power, Industrial Power",Other Gases,92977
2020,1,CA,"Combined Heat and Power, Industrial Power",Other,51086
2020,1,CA,"Combined Heat and Power, Industrial Power",Petroleum,445
2020,1,CA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,1995
2020,1,CA,"Combined Heat and Power, Industrial Power",Other Biomass,2125
2020,1,CA,"Combined Heat and Power, Industrial Power",Wind,154
2020,1,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,62974
2020,1,CA,"Combined Heat and Power, Commercial Power",Total,222884
2020,1,CA,"Combined Heat and Power, Commercial Power",Pumped Storage,0
2020,1,CA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,242
2020,1,CA,"Combined Heat and Power, Commercial Power",Natural Gas,148313
2020,1,CA,"Combined Heat and Power, Commercial Power",Other,-135
2020,1,CA,"Combined Heat and Power, Commercial Power",Petroleum,26
2020,1,CA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,8346
2020,1,CA,"Combined Heat and Power, Commercial Power",Other Biomass,65486
2020,1,CA,"Combined Heat and Power, Commercial Power",Wind,604
2020,1,CA,"Combined Heat and Power, Electric Power",Total,1088838
2020,1,CA,"Combined Heat and Power, Electric Power",Coal,0
2020,1,CA,"Combined Heat and Power, Electric Power",Natural Gas,983939
2020,1,CA,"Combined Heat and Power, Electric Power",Other,9597
2020,1,CA,"Combined Heat and Power, Electric Power",Petroleum,0
2020,1,CA,"Combined Heat and Power, Electric Power",Solar Thermal and Photovoltaic,379
2020,1,CA,"Combined Heat and Power, Electric Power",Other Biomass,16969
2020,1,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,77954
2020,1,CA,"Electric Generators, Independent Power Producers",Total,5864702
2020,1,CA,"Electric Generators, Independent Power Producers",Geothermal,722144
2020,1,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,83526
2020,1,CA,"Electric Generators, Independent Power Producers",Natural Gas,2519154
2020,1,CA,"Electric Generators, Independent Power Producers",Other,6607
2020,1,CA,"Electric Generators, Independent Power Producers",Petroleum,654
2020,1,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1500229
2020,1,CA,"Electric Generators, Independent Power Producers",Other Biomass,151313
2020,1,CA,"Electric Generators, Independent Power Producers",Wind,734487
2020,1,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,146588
2020,1,CA,"Electric Generators, Electric Utilities",Total,5548125
2020,1,CA,"Electric Generators, Electric Utilities",Geothermal,46496
2020,1,CA,"Electric Generators, Electric Utilities",Pumped Storage,-62422
2020,1,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1503976
2020,1,CA,"Electric Generators, Electric Utilities",Natural Gas,2311912
2020,1,CA,"Electric Generators, Electric Utilities",Nuclear,1689545
2020,1,CA,"Electric Generators, Electric Utilities",Other Gases,0
2020,1,CA,"Electric Generators, Electric Utilities",Other,-785
2020,1,CA,"Electric Generators, Electric Utilities",Petroleum,2692
2020,1,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,23287
2020,1,CA,"Electric Generators, Electric Utilities",Other Biomass,5696
2020,1,CA,"Electric Generators, Electric Utilities",Wind,27728
2020,1,CO,Total Electric Power Industry,Total,4859407
2020,1,CO,Total Electric Power Industry,Coal,1984777
2020,1,CO,Total Electric Power Industry,Pumped Storage,-7837
2020,1,CO,Total Electric Power Industry,Hydroelectric Conventional,121605
2020,1,CO,Total Electric Power Industry,Natural Gas,1453046
2020,1,CO,Total Electric Power Industry,Other Gases,2149
2020,1,CO,Total Electric Power Industry,Other,6092
2020,1,CO,Total Electric Power Industry,Petroleum,-25063
2020,1,CO,Total Electric Power Industry,Solar Thermal and Photovoltaic,75138
2020,1,CO,Total Electric Power Industry,Other Biomass,6891
2020,1,CO,Total Electric Power Industry,Wind,1234554
2020,1,CO,Total Electric Power Industry,Wood and Wood Derived Fuels,8053
2020,1,CO,"Combined Heat and Power, Industrial Power",Total,23297
2020,1,CO,"Combined Heat and Power, Industrial Power",Coal,0
2020,1,CO,"Combined Heat and Power, Industrial Power",Natural Gas,17019
2020,1,CO,"Combined Heat and Power, Industrial Power",Other Gases,2149
2020,1,CO,"Combined Heat and Power, Industrial Power",Other,3831
2020,1,CO,"Combined Heat and Power, Industrial Power",Petroleum,6
2020,1,CO,"Combined Heat and Power, Industrial Power",Wind,292
2020,1,CO,"Combined Heat and Power, Commercial Power",Total,4451
2020,1,CO,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,358
2020,1,CO,"Combined Heat and Power, Commercial Power",Natural Gas,3171
2020,1,CO,"Combined Heat and Power, Commercial Power",Other,0
2020,1,CO,"Combined Heat and Power, Commercial Power",Petroleum,0
2020,1,CO,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,922
2020,1,CO,"Combined Heat and Power, Electric Power",Total,3328
2020,1,CO,"Combined Heat and Power, Electric Power",Natural Gas,58
2020,1,CO,"Combined Heat and Power, Electric Power",Petroleum,0
2020,1,CO,"Combined Heat and Power, Electric Power",Other Biomass,3270
2020,1,CO,"Electric Generators, Independent Power Producers",Total,1243633
2020,1,CO,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,17315
2020,1,CO,"Electric Generators, Independent Power Producers",Natural Gas,143078
2020,1,CO,"Electric Generators, Independent Power Producers",Other,2270
2020,1,CO,"Electric Generators, Independent Power Producers",Petroleum,0
2020,1,CO,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,73728
2020,1,CO,"Electric Generators, Independent Power Producers",Other Biomass,3621
2020,1,CO,"Electric Generators, Independent Power Producers",Wind,995568
2020,1,CO,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,8053
2020,1,CO,"Electric Generators, Electric Utilities",Total,3584698
2020,1,CO,"Electric Generators, Electric Utilities",Coal,1984777
2020,1,CO,"Electric Generators, Electric Utilities",Pumped Storage,-7837
2020,1,CO,"Electric Generators, Electric Utilities",Hydroelectric Conventional,103932
2020,1,CO,"Electric Generators, Electric Utilities",Natural Gas,1289721
2020,1,CO,"Electric Generators, Electric Utilities",Other,-9
2020,1,CO,"Electric Generators, Electric Utilities",Petroleum,-25069
2020,1,CO,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,488
2020,1,CO,"Electric Generators, Electric Utilities",Wind,238694
2020,1,CT,Total Electric Power Industry,Total,3760637
2020,1,CT,Total Electric Power Industry,Coal,-2483
2020,1,CT,Total Electric Power Industry,Pumped Storage,5148
2020,1,CT,Total Electric Power Industry,Hydroelectric Conventional,38199
2020,1,CT,Total Electric Power Industry,Natural Gas,2033881
2020,1,CT,Total Electric Power Industry,Nuclear,1555862
2020,1,CT,Total Electric Power Industry,Other,49573
2020,1,CT,Total Electric Power Industry,Petroleum,-544
2020,1,CT,Total Electric Power Industry,Solar Thermal and Photovoltaic,11174
2020,1,CT,Total Electric Power Industry,Other Biomass,41116
2020,1,CT,Total Electric Power Industry,Wind,998
2020,1,CT,Total Electric Power Industry,Wood and Wood Derived Fuels,27712
2020,1,CT,"Combined Heat and Power, Industrial Power",Total,60239
2020,1,CT,"Combined Heat and Power, Industrial Power",Natural Gas,60232
2020,1,CT,"Combined Heat and Power, Industrial Power",Petroleum,0
2020,1,CT,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,6
2020,1,CT,"Combined Heat and Power, Commercial Power",Total,29130
2020,1,CT,"Combined Heat and Power, Commercial Power",Natural Gas,28878
2020,1,CT,"Combined Heat and Power, Commercial Power",Petroleum,13
2020,1,CT,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,239
2020,1,CT,"Combined Heat and Power, Electric Power",Total,15087
2020,1,CT,"Combined Heat and Power, Electric Power",Natural Gas,15087
2020,1,CT,"Combined Heat and Power, Electric Power",Petroleum,0
2020,1,CT,"Electric Generators, Independent Power Producers",Total,3648150
2020,1,CT,"Electric Generators, Independent Power Producers",Coal,-2483
2020,1,CT,"Electric Generators, Independent Power Producers",Pumped Storage,5148
2020,1,CT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,34150
2020,1,CT,"Electric Generators, Independent Power Producers",Natural Gas,1926281
2020,1,CT,"Electric Generators, Independent Power Producers",Nuclear,1555862
2020,1,CT,"Electric Generators, Independent Power Producers",Other,49573
2020,1,CT,"Electric Generators, Independent Power Producers",Petroleum,-959
2020,1,CT,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,10751
2020,1,CT,"Electric Generators, Independent Power Producers",Other Biomass,41116
2020,1,CT,"Electric Generators, Independent Power Producers",Wind,998
2020,1,CT,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,27712
2020,1,CT,"Electric Generators, Electric Utilities",Total,8032
2020,1,CT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,4049
2020,1,CT,"Electric Generators, Electric Utilities",Natural Gas,3402
2020,1,CT,"Electric Generators, Electric Utilities",Petroleum,402
2020,1,CT,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,178
2020,1,CT,"Electric Generators, Electric Utilities",Other Biomass,0
2020,1,DC,Total Electric Power Industry,Total,17832
2020,1,DC,Total Electric Power Industry,Natural Gas,11938
2020,1,DC,Total Electric Power Industry,Petroleum,2
2020,1,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,682
2020,1,DC,Total Electric Power Industry,Other Biomass,5210
2020,1,DC,"Combined Heat and Power, Commercial Power",Total,17150
2020,1,DC,"Combined Heat and Power, Commercial Power",Natural Gas,11938
2020,1,DC,"Combined Heat and Power, Commercial Power",Petroleum,2
2020,1,DC,"Combined Heat and Power, Commercial Power",Other Biomass,5210
2020,1,DC,"Electric Generators, Independent Power Producers",Total,682
2020,1,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,682
2020,1,DE,Total Electric Power Industry,Total,338235
2020,1,DE,Total Electric Power Industry,Coal,-3146
2020,1,DE,Total Electric Power Industry,Natural Gas,317878
2020,1,DE,Total Electric Power Industry,Other Gases,13651
2020,1,DE,Total Electric Power Industry,Petroleum,-58
2020,1,DE,Total Electric Power Industry,Solar Thermal and Photovoltaic,3032
2020,1,DE,Total Electric Power Industry,Other Biomass,6319
2020,1,DE,Total Electric Power Industry,Wind,559
2020,1,DE,"Combined Heat and Power, Industrial Power",Total,116142
2020,1,DE,"Combined Heat and Power, Industrial Power",Natural Gas,101417
2020,1,DE,"Combined Heat and Power, Industrial Power",Other Gases,13651
2020,1,DE,"Combined Heat and Power, Industrial Power",Petroleum,0
2020,1,DE,"Combined Heat and Power, Industrial Power",Other Biomass,1074
2020,1,DE,"Combined Heat and Power, Commercial Power",Total,590
2020,1,DE,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,31
2020,1,DE,"Combined Heat and Power, Commercial Power",Wind,559
2020,1,DE,"Combined Heat and Power, Electric Power",Total,3552
2020,1,DE,"Combined Heat and Power, Electric Power",Coal,0
2020,1,DE,"Combined Heat and Power, Electric Power",Natural Gas,3552
2020,1,DE,"Combined Heat and Power, Electric Power",Petroleum,0
2020,1,DE,"Electric Generators, Independent Power Producers",Total,217694
2020,1,DE,"Electric Generators, Independent Power Producers",Coal,-3146
2020,1,DE,"Electric Generators, Independent Power Producers",Natural Gas,213014
2020,1,DE,"Electric Generators, Independent Power Producers",Petroleum,-58
2020,1,DE,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,2639
2020,1,DE,"Electric Generators, Independent Power Producers",Other Biomass,5245
2020,1,DE,"Electric Generators, Electric Utilities",Total,257
2020,1,DE,"Electric Generators, Electric Utilities",Natural Gas,-105
2020,1,DE,"Electric Generators, Electric Utilities",Petroleum,0
2020,1,DE,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,362
2020,1,FL,Total Electric Power Industry,Total,18698080
2020,1,FL,Total Electric Power Industry,Coal,1106141
2020,1,FL,Total Electric Power Industry,Hydroelectric Conventional,25230
2020,1,FL,Total Electric Power Industry,Natural Gas,13635451
2020,1,FL,Total Electric Power Industry,Nuclear,2785361
2020,1,FL,Total Electric Power Industry,Other Gases,17
2020,1,FL,Total Electric Power Industry,Other,218243
2020,1,FL,Total Electric Power Industry,Petroleum,188431
2020,1,FL,Total Electric Power Industry,Solar Thermal and Photovoltaic,357326
2020,1,FL,Total Electric Power Industry,Other Biomass,191848
2020,1,FL,Total Electric Power Industry,Wood and Wood Derived Fuels,190032
2020,1,FL,"Combined Heat and Power, Industrial Power",Total,383589
2020,1,FL,"Combined Heat and Power, Industrial Power",Coal,3522
2020,1,FL,"Combined Heat and Power, Industrial Power",Natural Gas,137186
2020,1,FL,"Combined Heat and Power, Industrial Power",Other Gases,17
2020,1,FL,"Combined Heat and Power, Industrial Power",Other,73262
2020,1,FL,"Combined Heat and Power, Industrial Power",Petroleum,1514
2020,1,FL,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,217
2020,1,FL,"Combined Heat and Power, Industrial Power",Other Biomass,29864
2020,1,FL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,138006
2020,1,FL,"Combined Heat and Power, Commercial Power",Total,7659
2020,1,FL,"Combined Heat and Power, Commercial Power",Natural Gas,5427
2020,1,FL,"Combined Heat and Power, Commercial Power",Petroleum,0
2020,1,FL,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,609
2020,1,FL,"Combined Heat and Power, Commercial Power",Other Biomass,1623
2020,1,FL,"Combined Heat and Power, Electric Power",Total,174324
2020,1,FL,"Combined Heat and Power, Electric Power",Natural Gas,169817
2020,1,FL,"Combined Heat and Power, Electric Power",Petroleum,0
2020,1,FL,"Combined Heat and Power, Electric Power",Other Biomass,4507
2020,1,FL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,0
2020,1,FL,"Electric Generators, Independent Power Producers",Total,665951
2020,1,FL,"Electric Generators, Independent Power Producers",Natural Gas,325572
2020,1,FL,"Electric Generators, Independent Power Producers",Other,145131
2020,1,FL,"Electric Generators, Independent Power Producers",Petroleum,200
2020,1,FL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,36983
2020,1,FL,"Electric Generators, Independent Power Producers",Other Biomass,150144
2020,1,FL,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,7922
2020,1,FL,"Electric Generators, Electric Utilities",Total,17466557
2020,1,FL,"Electric Generators, Electric Utilities",Coal,1102619
2020,1,FL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,25230
2020,1,FL,"Electric Generators, Electric Utilities",Natural Gas,12997448
2020,1,FL,"Electric Generators, Electric Utilities",Nuclear,2785361
2020,1,FL,"Electric Generators, Electric Utilities",Other,-149
2020,1,FL,"Electric Generators, Electric Utilities",Petroleum,186717
2020,1,FL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,319517
2020,1,FL,"Electric Generators, Electric Utilities",Other Biomass,5710
2020,1,FL,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,44104
2020,1,GA,Total Electric Power Industry,Total,9703510
2020,1,GA,Total Electric Power Industry,Coal,477395
2020,1,GA,Total Electric Power Industry,Pumped Storage,-27428
2020,1,GA,Total Electric Power Industry,Hydroelectric Conventional,426902
2020,1,GA,Total Electric Power Industry,Natural Gas,5116544
2020,1,GA,Total Electric Power Industry,Nuclear,3011257
2020,1,GA,Total Electric Power Industry,Other,8521
2020,1,GA,Total Electric Power Industry,Petroleum,12936
2020,1,GA,Total Electric Power Industry,Solar Thermal and Photovoltaic,180091
2020,1,GA,Total Electric Power Industry,Other Biomass,31147
2020,1,GA,Total Electric Power Industry,Wood and Wood Derived Fuels,466145
2020,1,GA,"Combined Heat and Power, Industrial Power",Total,454664
2020,1,GA,"Combined Heat and Power, Industrial Power",Coal,15368
2020,1,GA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,1812
2020,1,GA,"Combined Heat and Power, Industrial Power",Natural Gas,57672
2020,1,GA,"Combined Heat and Power, Industrial Power",Other,8521
2020,1,GA,"Combined Heat and Power, Industrial Power",Petroleum,14900
2020,1,GA,"Combined Heat and Power, Industrial Power",Other Biomass,3758
2020,1,GA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,352635
2020,1,GA,"Combined Heat and Power, Commercial Power",Total,325
2020,1,GA,"Combined Heat and Power, Commercial Power",Natural Gas,11
2020,1,GA,"Combined Heat and Power, Commercial Power",Petroleum,120
2020,1,GA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,194
2020,1,GA,"Combined Heat and Power, Commercial Power",Other Biomass,0
2020,1,GA,"Combined Heat and Power, Electric Power",Total,41430
2020,1,GA,"Combined Heat and Power, Electric Power",Natural Gas,5067
2020,1,GA,"Combined Heat and Power, Electric Power",Petroleum,0
2020,1,GA,"Combined Heat and Power, Electric Power",Other Biomass,164
2020,1,GA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,36199
